persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,3,0,3,2026-06-16T08:02:19.995368
0,1,2,3,0,3,2026-06-16T08:02:21.041576
0,1,3,3,0,3,2026-06-16T08:02:22.671385
0,1,4,3,0,3,2026-06-16T08:02:24.298383
0,1,5,3,0,3,2026-06-16T08:02:25.511162
0,1,6,3,0,3,2026-06-16T08:02:32.761944
0,1,7,3,0,3,2026-06-16T08:02:33.566314
0,1,8,3,0,3,2026-06-16T08:02:35.185952
0,1,9,3,0,3,2026-06-16T08:02:36.794947
0,1,10,3,0,3,2026-06-16T08:02:37.808278
0,2,1,5,0,5,2026-06-16T08:02:40.255744
0,2,2,5,0,5,2026-06-16T08:02:41.687805
0,2,3,5,0,5,2026-06-16T08:02:43.295832
0,2,4,5,0,5,2026-06-16T08:02:44.504145
0,2,5,5,0,5,2026-06-16T08:02:51.054848
0,2,6,5,0,5,2026-06-16T08:02:52.265495
0,2,7,5,0,5,2026-06-16T08:02:53.468501
0,2,8,5,0,5,2026-06-16T08:02:54.945983
0,2,9,5,0,5,2026-06-16T08:02:55.763887
0,2,10,5,0,5,2026-06-16T08:03:02.952658
0,3,1,1,0,1,2026-06-16T08:03:04.762003
0,3,2,1,0,1,2026-06-16T08:03:05.986296
0,3,3,1,0,1,2026-06-16T08:03:07.193036
0,3,4,1,0,1,2026-06-16T08:03:08.188213
0,3,5,1,0,1,2026-06-16T08:03:08.990413
0,3,6,1,0,1,2026-06-16T08:03:10.796250
0,3,7,1,0,1,2026-06-16T08:03:11.820879
0,3,8,1,0,1,2026-06-16T08:03:12.866986
0,3,9,1,0,1,2026-06-16T08:03:14.079724
0,3,10,1,0,1,2026-06-16T08:03:16.142097
0,4,1,2,0,2,2026-06-16T08:03:16.944085
0,4,2,2,0,2,2026-06-16T08:03:18.576789
0,4,3,2,0,2,2026-06-16T08:03:19.393959
0,4,4,2,0,2,2026-06-16T08:03:25.888437
0,4,5,2,0,2,2026-06-16T08:03:26.691575
0,4,6,2,0,2,2026-06-16T08:03:27.712751
0,4,7,2,0,2,2026-06-16T08:03:28.511848
0,4,8,2,0,2,2026-06-16T08:03:29.940199
0,4,9,2,0,2,2026-06-16T08:03:31.347564
0,4,10,2,0,2,2026-06-16T08:03:37.867300
0,5,1,1,0,1,2026-06-16T08:03:39.094104
0,5,2,1,0,1,2026-06-16T08:03:40.782180
0,5,3,1,0,1,2026-06-16T08:03:42.665591
0,5,4,1,0,1,2026-06-16T08:03:43.687299
0,5,5,1,0,1,2026-06-16T08:03:45.097189
0,5,6,1,0,1,2026-06-16T08:03:45.923989
0,5,7,1,0,1,2026-06-16T08:03:47.333720
0,5,8,1,0,1,2026-06-16T08:03:48.346406
0,5,9,1,0,1,2026-06-16T08:03:54.957046
0,5,10,1,0,1,2026-06-16T08:03:57.372953
0,6,1,5,0,5,2026-06-16T08:03:58.597621
0,6,2,5,0,5,2026-06-16T08:04:00.030745
0,6,3,5,0,5,2026-06-16T08:04:07.252115
0,6,4,5,0,5,2026-06-16T08:04:08.849652
0,6,5,5,0,5,2026-06-16T08:04:09.861906
0,6,6,5,0,5,2026-06-16T08:04:11.279268
0,6,7,5,0,5,2026-06-16T08:04:12.081425
0,6,8,5,0,5,2026-06-16T08:04:19.292241
0,6,9,5,0,5,2026-06-16T08:04:20.490602
0,6,10,5,0,5,2026-06-16T08:04:21.749524
0,7,1,5,0,5,2026-06-16T08:04:22.548961
0,7,2,5,0,5,2026-06-16T08:04:23.544793
0,7,3,5,0,5,2026-06-16T08:04:24.758814
0,7,4,5,0,5,2026-06-16T08:04:25.558143
0,7,5,5,0,5,2026-06-16T08:04:26.963202
0,7,6,5,0,5,2026-06-16T08:04:28.641793
0,7,7,5,0,5,2026-06-16T08:04:29.655134
0,7,8,5,0,5,2026-06-16T08:04:36.839197
0,7,9,5,0,5,2026-06-16T08:04:38.833028
0,7,10,5,0,5,2026-06-16T08:04:39.640447
0,8,1,3,0,3,2026-06-16T08:04:40.454232
0,8,2,3,0,3,2026-06-16T08:04:41.675579
0,8,3,3,0,3,2026-06-16T08:04:42.682073
0,8,4,3,0,3,2026-06-16T08:04:44.711048
0,8,5,3,0,3,2026-06-16T08:04:46.129210
0,8,6,3,0,3,2026-06-16T08:04:47.336811
0,8,7,3,0,3,2026-06-16T08:04:54.524548
0,8,8,3,0,3,2026-06-16T08:04:55.735264
0,8,9,3,0,3,2026-06-16T08:04:57.344705
0,8,10,3,0,3,2026-06-16T08:04:58.531464
0,9,1,1,0,1,2026-06-16T08:04:59.762232
0,9,2,1,0,1,2026-06-16T08:05:06.316105
0,9,3,1,0,1,2026-06-16T08:05:07.967846
0,9,4,1,0,1,2026-06-16T08:05:09.182609
0,9,5,1,0,1,2026-06-16T08:05:10.602021
0,9,6,1,0,1,2026-06-16T08:05:11.829778
0,9,7,1,0,1,2026-06-16T08:05:12.631797
0,9,8,1,0,1,2026-06-16T08:05:14.108514
0,9,9,1,0,1,2026-06-16T08:05:15.115389
0,9,10,1,0,1,2026-06-16T08:05:16.914506
0,10,1,1,0,1,2026-06-16T08:05:19.433873
0,10,2,1,0,1,2026-06-16T08:05:21.043138
0,10,3,1,0,1,2026-06-16T08:05:22.244884
0,10,4,1,0,1,2026-06-16T08:05:23.852135
0,10,5,1,0,1,2026-06-16T08:05:25.783519
0,10,6,1,0,1,2026-06-16T08:05:27.193073
0,10,7,1,0,1,2026-06-16T08:05:28.605084
0,10,8,1,0,1,2026-06-16T08:05:35.140574
0,10,9,1,0,1,2026-06-16T08:05:36.740455
0,10,10,1,0,1,2026-06-16T08:05:38.345519
0,11,1,3,0,3,2026-06-16T08:05:39.753146
0,11,2,3,0,3,2026-06-16T08:05:42.061781
0,11,3,3,0,3,2026-06-16T08:05:43.086699
0,11,4,3,0,3,2026-06-16T08:05:44.891847
0,11,5,3,0,3,2026-06-16T08:05:52.041716
0,11,6,3,0,3,2026-06-16T08:05:53.437746
0,11,7,3,0,3,2026-06-16T08:05:54.835883
0,11,8,3,0,3,2026-06-16T08:05:56.659635
0,11,9,3,0,3,2026-06-16T08:05:57.882318
0,11,10,3,0,3,2026-06-16T08:06:04.434612
0,12,1,5,0,5,2026-06-16T08:06:05.422142
0,12,2,5,0,5,2026-06-16T08:06:06.827650
0,12,3,5,0,5,2026-06-16T08:06:08.029593
0,12,4,5,0,5,2026-06-16T08:06:15.240447
0,12,5,5,0,5,2026-06-16T08:06:16.052178
0,12,6,5,0,5,2026-06-16T08:06:17.084545
0,12,7,5,0,5,2026-06-16T08:06:18.478882
0,12,8,5,0,5,2026-06-16T08:06:20.085045
0,12,9,5,0,5,2026-06-16T08:06:21.703217
0,12,10,5,0,5,2026-06-16T08:06:22.912911
0,13,1,2,0,2,2026-06-16T08:06:24.106172
0,13,2,2,0,2,2026-06-16T08:06:25.100498
0,13,3,2,0,2,2026-06-16T08:06:25.937845
0,13,4,2,0,2,2026-06-16T08:06:32.524650
0,13,5,2,0,2,2026-06-16T08:06:34.329410
0,13,6,2,0,2,2026-06-16T08:06:35.936467
0,13,7,2,0,2,2026-06-16T08:06:37.536935
0,13,8,2,0,2,2026-06-16T08:06:44.353830
0,13,9,2,0,2,2026-06-16T08:06:45.552038
0,13,10,2,0,2,2026-06-16T08:06:46.562604
0,14,1,4,0,4,2026-06-16T08:06:47.791966
0,14,2,4,0,4,2026-06-16T08:06:49.208692
0,14,3,4,0,4,2026-06-16T08:06:56.422481
0,14,4,4,0,4,2026-06-16T08:06:58.309624
0,14,5,4,0,4,2026-06-16T08:06:59.910673
0,14,6,4,0,4,2026-06-16T08:07:01.124857
0,14,7,4,0,4,2026-06-16T08:07:07.954353
0,14,8,4,0,4,2026-06-16T08:07:09.367022
0,14,9,4,0,4,2026-06-16T08:07:10.968018
0,14,10,4,0,4,2026-06-16T08:07:12.369882
0,15,1,0,0,0,2026-06-16T08:07:19.535718
0,15,2,0,0,0,2026-06-16T08:07:20.335121
0,15,3,0,0,0,2026-06-16T08:07:21.953056
0,15,4,0,0,0,2026-06-16T08:07:23.356313
0,15,5,0,0,0,2026-06-16T08:07:24.354462
0,15,6,0,0,0,2026-06-16T08:07:31.580454
0,15,7,0,0,0,2026-06-16T08:07:33.596362
